PALAVRA;SENTIMENTO
mais abaixo ;  -0.294
mais alto ;0
mais amor ;  -0.027
mais bom ;  0.11
mais bonito ;  0.946
mais cavalier ;  -0.91
mais conhecimento ;  0.918
mais divino ;  0.703
mais jovem ;  0.032
mais magra ;  0.078
mais objetivo ;  -0.849
mais recentes ;0
mais solto ;  0.896
mais uma vez ;0
mais velhos ;  0.822
majestic ;  -0.023
mal-entendido ;  -0.701
mal-estar ;  -0.25
mal-humor ;  0.056
mal-pago ;  -0.604
mal a outra pessoa ;  -0.763
mal afamado ;  0.725
mal de raiz ;0
mal escrito ;  -0.876
mal humorada ;0
mal humorado ;  -0.914
mala ;  0.056
mala de bagagem ;  0.027
malabarismo ;0
malaca ;  0.609
malaccxxxe ;  0.609
malarkey ;  -0.611
malarky ;  -0.611
malcheiroso ;  -0.868
malcriado ;  0.584
maldade ;  -0.732
maldito ;  -0.193
maldives ;0
maleficência ;  -0.747
maleta de transporte ;  -0.845
maleável ;  0.118
malfeitor ;  -0.515
malformado ;  -0.737
malformação ;  -0.854
malhado ;  0.723
malhar ;  0.879
malhete ;0
malho ;  0.056
maligna ;  -0.062
malignment ;  -0.969
maligno ;  -0.634
mallee ;  -0.605
mallee branco ;  -0.605
mallee preto ;  -0.605
mallow musk ;  -0.714
malote ;0
maltratar ;  -0.25
maluco ;  -0.648
malva ;  -0.714
malva comum ;  0.683
malvada ;0
maléfico ;  -0.747
malévola ;  -0.634
malévolo ;  -0.634
malícia ;0
mama ;  -0.635
mamute ;0
mamífero marinho ;  0.024
mamíferos ;0
mamíferos de casco ;  0.029
mamíferos de lhama ;  -0.535
mamíferos de água ;0
manageableness ;  0.637
manar ;0
mancha ;0
mancha as roupas ;0
mancha de vidro ;  -0.045
mancha vermelha ;  -0.963
manchete ;0
manchéster ;  -0.024
manco ;0
manda ;  -0.914
mandachuva ;  -0.729
mandar ;0
mandar para a cadeia ;0
mandatário ;  0.203
mande de volta ;  -0.078
mandinga ;  -0.595
mandão ;0
mandíbula ;0
maneira ;  0.072
maneira de tabela ;0
manequim ;0
maneta ;  -0.61
manga ;0
manganês ;0
mangueira de tronco de joelho ;  -0.589
mangueira de água ;  -0.038
mangueira do porta-malas ;  -0.589
manhosa ;  0.582
manhã ;  0.735
mania ;  -0.997
mania de perseguição ;  -0.502
manicuro ;  0.944
manicômio ;  -0.753
manifestante ;  -0.934
manifestar-se ;  -0.022
manipular ;  -0.156
manipulável ;  0.5
manjerona ;  0.632
mano ;  0.104
manobra ;  -0.825
manopla ;0
mansidão ;  -0.734
mansos ;  0.625
manta ;0
manteiga ;  0.041
manteiga de amendoim ;  0.056
manteiga de cacau ;  0.03
manteiga torrada ;  -0.08
mantenha-se dentro ;  0.062
mantenha-se saudável ;0
mantenha-se seco ;  -0.025
mantenha a roupa ;  0.055
mantenha a sopa ;  0.059
mantenha a tecla ;  0.881
mantenha na gaiola ;0
mantenha o escritório da ;  0.049
mantenha o foco ;  0.946
mantenha o leite ;0
mantenha o lixo ;  0.283
mantenha o olho aberto ;  0.845
mantenha o pequeno item ;  -0.023
mantenha quente inverno ;  0.727
manter ;  0.02
manter-me em contacto ;  0.881
manter-se bem ;  0.08
manter-se jovem ;  0.755
manter-se limpo ;  0.073
manter-se saudável ;  0.076
manter a batida ;0
manter a bebida gelada ;  0.069
manter a boa saúde ;0
manter a calma ;  0.793
manter a cama quente ;  0.069
manter a casa limpa ;0
manter a comida estragar ;  0.1
manter a criança ocupar ;  0.073
manter a despesa de faixa ;0
manter a forma ;  0.769
manter a força muscular ;  0.84
manter a lista ;  0.881
manter a mente aberta ;  -0.061
manter a mão quente ;  0.064
manter a nota ;  -0.028
manter a ordem ;  0.881
manter a palavra ;  0.08
manter a paz ;  0.881
manter a pele saudável ;  0.772
manter a promessa ;  0.927
manter a relação ;0
manter a salvo ;0
manter a saúde ;0
manter alguém ;  0.07
manter aquecido ;  0.867
manter as roupas ;  -0.059
manter as roupas limpas ;  0.177
manter distante ;  -0.904
manter em segredo ;0
manter fora ;  -0.023
manter fresco ;  0.035
manter o alimento ;0
manter o alimento fresco ;  0.102
manter o alimento frio ;  0.071
manter o animal de estimação ;  0.851
manter o arquivo ;  0.069
manter o banheiro seco ;  0.055
manter o cabelo curto ;  -0.073
manter o compromisso de faixa ;  -0.739
manter o controle ;  0.812
manter o corpo quente ;  0.787
manter o corpo saudável ;  0.706
manter o creme fresco ;  0.793
manter o dente limpo ;  -0.051
manter o dinheiro ;0
manter o documento ;  0.069
manter o emprego ;  0.881
manter o equilíbrio ;0
manter o local seguro ;  0.077
manter o lugar ;  -0.076
manter o lugar de cabelo ;0
manter o lugar do esconderijo secreto ;  -0.11
manter o noite quente ;  0.069
manter o papel ;0
manter o papel juntos ;  0.025
manter o pé quente ;  -0.047
manter o ritmo ;  -0.029
manter o tempo ;0
manter o tempo de pista ;0
manter o trabalho ;  0.791
manter ocupado ;  0.863
manter registro ;0
manter relação ;  0.792
manter seco ;  0.095
manter vivo ;  0.712
manto ;  0.053
mantra ;  0.022
mantém-te quente ;  0.727
manufatura ;  0.05
manusear ;  0.064
manuseie com cuidado ;0
manutenção ;0
manutenção da paz ;  0.068
mané ;  -0.914
maníaco ;  -0.648
mapa da vizinhança ;  0.087
mapa da vizinhança subterrâneo ;  0.087
mapa de viagem ;  0.946
mapa metro ;  0.087
mapas ;  0.087
maquilagem ;  0.944
maquinar ;  -0.055
mar artificial ;  -0.7
mar pequeno ;0
marasmo ;  -0.712
marasquino ;  0.693
maratona ;0
maratona de trem ;  -0.857
maravilhosa ;  0.046
maravilhosamente ;  0.046
maravilhoso ;  0.046
marca ;  0.111
marca-texto ;0
marca de derrapagem ;  -0.978
marca de lápis ;0
marca de papel ;  -0.08
marcada ;  -0.85
marcador ;  0.762
marcar consulta ;  -0.082
marcar consulta com o médico ;0
marcar encontro ;0
marcar exame ;  0.044
marcar os pontos ;  0.077
marcar território ;  -0.121
marcas famosas ;  0.992
marcenaria ;  0.035
marciano ;  0.752
marco ;0
marfim ;  0.085
margarida ;  0.782
margarida de papel rosa ;  -0.934
margaridinha ;  0.852
margem ;  0.022
margem de manobra ;  -0.529
margem do rio ;0
margem interior ;  0.034
marginal ;  -0.546
marginocephalia ;  -0.927
mariachi ;  -0.507
marido ;  0.866
marido mulher ;  0.708
marinha ;  -0.031
marinha de junção ;0
marinheiro ;  0.045
mariposa ;0
mariposa-cigana ;0
mariposa noctuid ;  -0.608
markert ;  0.031
marque o pedaço de papel ;  -0.049
marrom ;  0.804
marshalship ;  0.664
martelo prego ;  -0.077
martíni ;  0.79
março de ;0
maré directa ;  0.632
maré enchente ;  -0.905
marés ;  -0.057
mas que inferno ;  -0.958
mascar chiclete ;  -0.097
mascar tabaco ;  -0.105
mascaramento ;  -0.586
mascarar ;  0.108
mascate ;  -0.713
masculino ;  0.074
masculino e feminino ;0
masmorra ;0
massa de água ;  -0.056
massa humana ;  0.033
massacre ;  -0.793
massagem ;0
massagem nos pés ;  0.53
massas alimentícias ;  0.823
mastercard ;0
masticate ;0
mastigar comida ;  0.026
mastigar lápis ;  -0.722
mastigar ossos ;  0.11
mastigação ;  0.808
mastro ;0
mastruço ;  0.598
masturbar ;0
mata ;  0.427
mata-borrão ;  0.029
mata-ratos ;0
mata de rir ;  -0.943
mata os germes ;  0.986
matador ;  -0.628
matador de público ;  -0.628
matança do porco ;  -0.793
matar ;  0.292
matar a consciência ;  -0.917
matar a célula cerebral ;  0.827
matar a floresta ;  -0.232
matar a galinha ;  -0.057
matar a mesmo ;  -0.779
matar a pessoa ;  -0.917
matar a vida ;  -0.785
matar alguém ;  -0.995
matar aranha ;  0.73
matar humanos ;0
matar insetos ;  0.73
matar o amigo ;  -0.998
matar o animal ;  -0.089
matar o bug ;  -0.058
matar o gato ;  -0.961
matar o grupo específico ;  -0.708
matar o homem ;  -0.721
matar o inimigo ;0
matar o rato ;0
matar o ser humano ;  -0.176
matar o soldado ;  -0.053
matar o tempo ;  -0.706
matar outra pessoa ;  -0.718
matar pessoas ;  -0.072
matar pragas ;0
matar spieces ameaçadas de extinção ;  -0.941
matar veado ;  -0.996
matar veados ;  -0.085
mateless ;  -0.73
matemática ;0
materiais ;  -0.055
materiais aderentes ;  0.965
material barato ;  0.044
material branco ;  0.044
material com que se aquece ;0
material da tela ;0
material de chão ;  -0.028
material de construção ;  0.047
material de construção popular ;0
material de escrever ;  0.098
material de escritório ;  0.867
material de estudo ;  -0.1
material de impressão ;0
material de madeira ;  0.071
material de pano ;  0.793
material de pele de carneiro ;0
material de revisão ;  -0.097
material de roupas ;  0.069
material do curso de estudo ;0
material duro ;0
material forte ;  0.03
material natural ;  0.035
material orgânico ;0
material particulado ;  -0.955
material refratário ;  -0.778
material vegetal ;  0.069
materialidade ;  0.68
materialista ;  0.913
materializar ;  -0.643
maternal ;  0.982
maternalism ;  0.585
maternidade ;  0.035
matilha ;0
matiz ;0
matreiro ;0
matriz ;  0.757
maturidade ;0
matéria de poeira ;  -0.955
matéria orgânica ;  0.071
matéria vegetal ;  0.102
mau-olhado ;  -0.976
mau agouro ;0
mau aluno ;  -0.118
mau caráter ;  -0.941
mau cheiro ;  -0.031
mau cidadão ;  -0.82
mau comportamento ;  -0.2
mau feitio ;  -0.139
mau filho ;  -0.2
mau funcionamento ;  -0.732
mau gosto ;0
mau humor ;  -0.055
mau hábito ;0
mau hálito ;  -0.952
mau pressentimento ;  -0.839
mau presságio ;0
mau serviço ;  -0.983
mau tempo ;  -0.392
mau tratamento ;  -0.894
maulers ;  0.883
max ;  -0.038
maxixe ;  -0.818
mayonaise ;  0.041
mazer ;  -0.519
maçaneta ;0
maçaneta da porta ;  -0.023
maçã ;0
maçã de adão ;0
maçã madura ;0
maçã verde ;0
maçã vermelha ;  -0.051
mc donald ;  0.06
me canso ;  -0.831
me gabar ;0
me lembro da infância ;0
me lembro do nome ;0
me meter ;  -0.993
me preocupo ;  0.864
me sentir triste ;  -0.849
me sinto acordado ;0
me sinto bem ;  0.719
me sinto cansado ;  0.701
me sinto diferente ;  0.982
me sinto doente ;  -0.852
me sinto envergonhado ;  -0.294
me sinto estranho ;  -0.077
me sinto estúpido ;  -0.297
me sinto feliz ;  0.965
me sinto forte ;  0.698
me sinto fraca ;  -0.792
me sinto inquieto ;0
me sinto limpo ;  0.059
me sinto magoado ;  -0.228
me sinto mais fresco ;  0.855
me sinto mal ;  -0.559
me sinto melhor de si mesmo ;  0.986
me sinto muito bem ;  0.685
me sinto okey ;  0.258
me sinto profundamente magoado ;  -0.915
me sinto péssimo ;  -0.699
me sinto satisfeito ;  0.879
me sinto segura ;  0.36
me sinto sonolenta ;  -0.077
me sinto sujo ;0
me sinto só ;  -0.364
me sinto terrível ;  -0.966
me sinto tonta ;  -0.852
me sinto triste ;  -0.785
me sinto ótimo ;  0.258
me trocar ;  -0.074
meagerly ;  -0.929
mealy ;0
meandro ;0
mecanismo ;  0.028
mecanismo de fuga ;  -0.102
mecânico ;0
mecânico de automóveis ;0
medalha ;  0.557
medalha de mérito ;  0.844
medalha olímpica ;  -0.04
mediacy ;  -0.629
mediador ;  0.896
median ;  0.109
mediateness ;  -0.629
medicina ;  0.701
medicina oriental ;0
medida ;0
medida de calor ;  0.062
medida de comprimento ;0
medida de distância ;  0.045
medida de líquido ;  0.805
medida de massa ;0
medida de temperatura ;  0.053
medida de tempo ;0
medida do calor ;  0.034
medida temporária ;  -0.973
medidas correctivas ;  0.618
medidor ;0
medidor de parque ;  0.812
medieval ;  -0.03
mediocridade ;0
medir-se ;0
meditando ;  -0.834
meditar ;  -0.061
meditativa ;0
meditação ;  0.088
medição da temperatura ;  0.053
medição de comprimento ;0
medição de distância ;0
medição de kilodistance ;0
medição de líquidos ;0
medição de peso ;  -0.033
medição de terra ;0
medição de volume ;0
medição do tempo ;0
medição imperial ;0
medo ;0
medo da morte ;0
medo de ;  -0.932
medo de morrer ;  -0.969
medo de palco ;  -0.403
medo de sentido ;  -0.121
medo extremo ;0
medo morte ;  -0.853
medricas ;  -0.956
megalomania ;  0.618
meia ;  0.053
meia suja ;0
meia velha ;0
meias ;  0.856
meias-calças ;0
meias de inverno ;0
meio ;  0.028
meio a meio ;0
meio de impressão ;0
meio dia ;  0.179
meios de transporte ;  0.027
mel ;  0.704
melado ;  0.988
melado preto ;  -0.089
melancolia ;  -0.834
melancolicamente ;  -0.894
melancólico ;  -0.747
melaço ;  -0.089
melharucos ;  -0.845
melhor ;  0.135
melhor adversário ;  -0.133
melhor amigo ;  0.727
melhor amigo do homem ;0
melhor bom ;  0.123
melhor de sempre ;  0.106
melhor forma ;  0.981
melhor fria ;0
melhor momento ;  0.642
melhor outros ;  0.922
melhor preço ;  0.799
melhor qualidade ;  0.769
melhor saúde ;  0.769
melhor saúde cardiovascular ;  0.698
melhor si mesmo ;0
melhoramento ;  -0.028
melhorar ;  0.73
melhorar- ;  0.618
melhorar a ;  0.618
melhorar a aparência ;  0.89
melhorar a auto-imagem ;  0.178
melhorar a empresa ;0
melhorar a habilidade ;  0.896
melhorar a imagem ;0
melhorar a mesmo ;  0.827
melhorar a saúde ;  0.754
melhorar a vida ;  0.853
melhorar a visão ;  -0.079
melhorar algo antigo ou ultrapassado ;  -0.066
melhorar o conhecimento ;  0.901
melhorar o desempenho ;  0.906
melhorar o mundo ;  0.836
melhorar o sabor de comida ;0
melhoria home ;  0.116
melhoria pessoal ;  0.957
mellisonant ;  0.704
melodia ;  0.091
melosa ;0
melíflua ;  0.704
melódico ;  0.704
membrana ;  0.021
membro ;  0.112
membro da família ;  0.884
membro do corpo ;  0.11
membro humano ;  -0.04
meme ;0
meme de propagação ;  0.072
memorando ;0
memorial da guerra ;  0.072
memorização ;  0.76
memória ;  0.873
memória humana ;  -0.029
memória ram ;  -0.914
memória ruim ;  -0.957
mencionar ;  -0.978
mendigo ;  -0.127
menina chamada ;  -0.032
menina chique ;  -0.126
menina da faculdade ;  0.044
menina de flor ;  0.881
meningite ;  -0.773
meningite cérebro-espinhal ;  -0.773
meningite epidêmica ;  -0.773
menino ;0
menino de morcego ;  0.575
menino de servo ;  -0.975
menino menina ;  0.025
menino pequeno ;  0.033
menisco ;  -0.536
menor ;  -0.914
menor centauro ;  -0.902
menor qualidade ;  0.057
menosprezar ;  -0.093
mensageiro ;0
mensagem ;0
mensagem de recordação ;  0.109
mensagem de voz ;  0.164
mensagem escrita ;0
mensalmente ;0
mensuração ;0
mental ;  -0.034
mente boggle ;  -0.132
mente calma ;0
mente criativa ;0
mente de nuvem ;  -0.095
mente de paz ;  0.738
mente fechada ;  -0.914
mente humana ;  -0.05
mente livre ;0
mente louca ;  -0.955
mente mal ;  -0.245
mente tranquila ;0
mentira ;  -0.951
mentira branca ;  0.68
mentirinha ;0
mentiroso ;  -0.775
mentor ;  -0.108
menu de ordem ;  0.164
mera ;0
mercadinho ;0
mercado ;0
mercado da bolsa ;  -0.037
mercado de peixe ;0
mercadoria de estoque ;  -0.063
mercadoria do preço ;0
mercearia ;  0.037
mercearia loja ;  0.067
mercenário ;  0.913
mercurial ;0
merda ;  -0.412
merda de cachorro passo ;0
merecimento ;  0.76
merenda ;  0.992
meretricious ;0
mergulhar ;  0.062
mergulhe ;  -0.778
mergulho ;  0.077
mergulho submarino ;  0.881
meritable ;  0.951
meritocracia ;  0.716
merlin ;0
mesa ;  0.757
mesa de centro ;0
mesa de exame ;  -0.039
mesa de exames ;  -0.777
mesa de jantar ;  0.054
mesa de madeira ;  0.071
mesa de piquenique ;  0.074
mesa de sala de jantar ;  0.054
mesa do computador ;  0.038
mesa quente ;  0.93
mesada ;  0.057
mescalina ;  -0.735
mesclando ;  -0.773
mesma pista ;  -0.023
mesma resposta ;  -0.94
mesmo ;0
mesmo antes de ;0
mesmo nível ;0
mesmo pai ;  0.867
mesmo placar ;  -0.147
mesmo sexo do sexo ;0
mesmo tempo ;  -0.046
mesquinho ;  -0.914
mestre ;  0.036
mestre e comandante ;0
meta ;0
meta de pontuação ;0
metabolismo ;  0.755
metade ;  -0.022
metais preciosos ;  -0.04
metal ;  0.044
metal brilhante ;  -0.04
metal da máquina ;0
metal enferrujado ;0
metal fino ;  0.057
metal leve ;0
metal macio ;  0.728
metal nobre ;  -0.624
metal pesado ;  0.046
metal prata ;  0.024
metal redondo ;0
metal tóxico ;  0.046
metal valioso ;  -0.04
metamorfose ;  0.642
metanfetamina ;0
meter o nariz em assunto alheio ;  -0.664
meter o nariz onde não é chamado ;  -0.641
meter o rabo entre as pernas ;  -0.126
meticulosidade ;  0.512
meticulosity ;  0.512
meticuloso ;  -0.73
metido temerário ;  -0.687
metralhadora ;  0.768
metrô ;0
mettlesome ;0
metáfora ;  0.066
meu bolso de trás ;0
meu mal ;0
meu negócio é ;  0.373
mew ;  0.028
mexa o pincel ;  0.165
mexam-se ;  -0.081
mexer o polegar ;  0.774
mexeriqueiro ;  -0.782
mexilhão ;0
mezzanino ;  0.077
micobactérias ;  -0.908
microcomputadores ;0
microflora acidófilo ;  -0.998
microrganismo ;  0.705
microscópica ;0
microscópio ;0
micróbio ;0
midway ;  0.084
migalha de pão ;  -0.088
migalhas de biscoito ;0
mijo pereira ;  -0.136
mijão ;  -0.98
mil dólares ;  0.056
milagre ;  0.816
milagre play ;  0.734
milcher ;  0.546
milha ;  -0.705
milho ;0
milho trigo ;0
militante ;  -0.934
militar ;  0.052
milênio ;  0.906
mimosear ;  0.27
mina ;  -0.939
mina de diamante ;  0.737
mina de minério ;  0.071
mina de ouro ;  0.711
minacious ;  -0.524
minado ;0
minar ;  -0.762
minar a ;0
minatory ;  -0.524
mineiro ;0
mineral duro ;0
mingau ;  0.062
minguar ;  -0.129
minhocas ;  0.939
mini-bar ;  0.801
mini shopping ;0
mini van ;  0.027
ministrar curso ;  0.098
minério de chumbo branco ;  0.555
minério de ferro ;  0.102
minério de metal ;  0.044
minério de proteção do cavaleiro ;  0.044
minérios ;  0.555
minúsculo ;  -0.958
minúsculo inseto ;  -0.03
minúsculo organismo ;0
miocardiopatia ;  -0.962
mioleira ;  -0.196
mioma ;  -0.704
mirante ;  0.521
mirar ;  0.781
miríade ;0
misanthropical ;  -0.254
misantropo ;  -0.254
misbegot ;0
miscalculate ;  -0.738
misconstrual ;  -0.872
miscount ;  -0.602
misdemean ;  -0.815
misericordioso ;  0.027
miseràvel ;  -0.727
miserável ;  -0.722
misestimation ;  -0.51
misfortunate ;  -0.727
misgauge ;  -0.577
misjudge ;  -0.738
mismate ;  -0.942
mismated ;  -0.841
misocainea ;  -0.072
misogamia ;  -0.082
misoginia ;  -0.072
misology ;  -0.082
misoneísmo ;  -0.08
misopedia ;  -0.082
misreckoning ;  -0.916
misremember ;  -0.775
miss ;  -0.955
missiva ;  0.038
missão ;0
missão completa ;0
missão cumprida ;0
missão de paz ;  0.068
misterioso ;  -0.996
mistificar ;  -0.996
mistificar por pilhéria ;  -0.62
mistificação ;  -0.805
misto de metal ;  0.04
mistura ;0
mistura de metal ;  0.024
misturado ;  -0.826
misturar ;  0.026
misturar bebida ;  0.887
misture a tinta ;  0.165
misture o café ;  0.837
mistério ;  -0.856
mitigados ;  -0.793
mitigação ;  -0.798
mizantropeco ;  -0.091
mobiliar ;0
mobilidade ;0
mobiliário ;  -0.741
mobília de poeira ;0
mobília de sono ;  0.203
